1;Nazwa;Nazwa_IZFiA;Nazwa.2;Oplaty_biezace;Forma_prawna;TFI;Zarzadzajacy1;Od_kiedy1;Zarzadzajacy2;Od_kiedy2;Zarzadzajacy3;Od_kiedy3;Zarzadzajacy4;Od_kiedy4;Zarzadzajacy5;Od_kiedy5;Data_utworzenia;Pierwsza_wplata;Nastepna_wplata;Wycena;Aktywa;Lokalizacja;Profil;Benchmark;OZZ;OZN;OZU;OZW;TER;
2862;Investor Niemcy;Investor Niemcy;;4,88;SFIO;Investor;Jaros³aw Niedzielewski;01.02.2016;;;;;;;;;07.10.2008;50;50;codziennie;33;zagraniczne;akcji ;90% CDAX Index + 10% WIBID 6M;4;5;0;0;4.19;
2864;Investor Nowych Technologii;Investor Nowych Technologii;;4,15;SFIO;Investor;Maciej Chudzik;01.07.2011;;;;;;;;;28.01.2008;50;50;codziennie;232.4;zagraniczne;akcji ;90% WIG + 10% WIBID 6M;4;5;0;0;4.13;
2848;Investor Obligacji;Investor Obligacji;;1,19;FIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;05.01.1998;50;50;codziennie;256.9;polskie;d³u¿ne ;70% Citigroup Poland Government Bond Index + 30% WIBID 6M, pomniejszone o koszt wynagrodzenia za zarz¹dzanie;1.1;0.5;0;0;1.09;
2865;Investor Obligacji Korporacyjnych;Investor Obligacji Korporacyjnych;;2,36;SFIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;16.03.2015;50;50;codziennie;1.2;zagraniczne;d³u¿ne ;100% WIBID 6M;1.5;0.5;0;25;2.74;
2866;Investor Obligacji Rynków Wschodz¹cych Plus;Investor Obligacji Rynków Wschodz¹cych Plus;;2,48;SFIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;16.03.2015;50;50;codziennie;1;zagraniczne;d³u¿ne ;100% WIBID 6M;1.5;0.5;0;25;3.04;
2849;Investor P³ynna Lokata;Investor P³ynna Lokata;;0,87;FIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;10.11.1999;50;50;codziennie;3235.5;polskie;gotówkowe i pieniê¿ne ;100% WIBID 3M, pomniejszone o stopê rezerwy obowi¹zkowej i koszt wynagrodzenia za zarz¹dzanie funduszem;0.8;0;0;0;0.87;
2867;Investor Rosja;Investor Rosja;;4,65;SFIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;07.10.2008;50;50;codziennie;24.4;zagraniczne;akcji ;90% MSCI RUSSIA (przeliczony na polsk¹ walutê) + 10% WIBID 6M;4;5;0;0;4.16;
2863;Investor Sektora Nieruchomoœci i Budownictwa;Investor Sektora Nieruchomoœci i Budownictwa;;4,87;SFIO;Investor;£ukasz Hejak;01.05.2010;;;;;;;;;28.01.2008;50;50;codziennie;5;zagraniczne;akcji ;30% WIG Budownictwo + 20% WIG Deweloperzy + 50% RREEF Global Real Estate Securities;4;5;0;0;4.31;
2850;Investor Top 25 Ma³ych Spó³ek;Investor Top 25 Ma³ych Spó³ek;;4,08;FIO;Investor;£ukasz Hejak;01.05.2010;;;;;;;;;26.11.2002;50;50;codziennie;156;polskie;akcji ;80% Investor MS + 20% WIBID 6M;4;5;0;0;3.81;
2851;Investor Top 50 Ma³ych i Œrednich Spó³ek;Investor Top 50 Ma³ych i Œrednich Spó³ek;;4,13;FIO;Investor;£ukasz Hejak;01.10.2008;;;;;;;;;29.12.2006;50;50;codziennie;59;zagraniczne;akcji ;70% Investor MS + 30% WIBID 6M;4;5;0;25;7.15;
2868;Investor Turcja;Investor Turcja;;4,32;SFIO;Investor;Miko³aj Stêpniewski;01.03.2015;;;;;;;;;07.10.2008;50;50;codziennie;44.6;zagraniczne;akcji ;90% MSCI TURKEY (przeliczony na polsk¹ walutê) + 10% WIBID 6M;4;5;0;0;4.12;
2852;Investor Zabezpieczenia Emerytalnego;Investor Zabezpieczenia Emerytalnego;;3,09;FIO;Investor;Maciej Chudzik;01.07.2011;;;;;;;;;10.11.1999;50;50;codziennie;1333.6;zagraniczne;mieszane polskie;30% WIG + 40% Citigroup Poland Government Bond Index + 30% WIBID 6M;3;2.5;0;0;3.09;
2853;Investor Zrównowa¿ony;Investor Zrównowa¿ony;;3,56;FIO;Investor;Maciej Chudzik;01.06.2012;;;;;;;;;05.01.1998;50;50;codziennie;992.9;zagraniczne;mieszane polskie;55% WIG20 + 30% Citigroup Poland Government Bond Index + 15% WIBID 6M;3.5;4;0;0;2.84;
2869;Ipopema Akcji;Subfundusz IPOPEMA AKCJI;;3,98;SFIO;Ipopema;£ukasz Jakubowski;01.04.2014;Krzysztof Cesarz;01.04.2014;;;;;;;06.12.2011;20000;5000;codziennie;6.2;polskie;akcji ;90% WIG + 10% WIBID 6M;3.2;4;0;15;4.31;
2871;Ipopema D³u¿ny;Subfundusz IPOPEMA D³u¿ny;;1,54;SFIO;Ipopema;Mariusz Zaród;01.06.2015;Bogus³aw Stefaniak;01.06.2015;;;;;;;19.06.2015;20000;5000;codziennie;158.3;polskie;d³u¿ne ;75% Treasury BondSpot Poland Index + 25% WIBID O/N;1.25;0.9;0;20;2.09;
2873;Ipopema Emerytura Plus;;;2,06;SFIO;Ipopema;Krzysztof Cesarz;01.06.2017;£ukasz Jakubowski;01.06.2017;Mariusz Zaród;01.06.2017;Bogus³aw Stefaniak;01.06.2017;;;02.03.2015;20000;5000;codziennie;79.1;zagraniczne;mieszane polskie;65% Treasury Bond Spot Poland Index + 35% WIG;2;4;0;0;;
2875;Ipopema Globalnych Megatrendów;Subfundusz IPOPEMA Globalnych Megatrendów;;2,85;SFIO;Ipopema;Krzysztof Cesarz;01.10.2015;£ukasz Jakubowski;01.10.2015;;;;;;;01.10.2015;20000;5000;codziennie;26.5;zagraniczne;akcji ;75% MSCI ACWI Index + 25% WIBID O/N;3.2;4;0;20;3.44;
2877;Ipopema Gotówkowy;Subfundusz IPOPEMA Gotówkowy;;1,01;SFIO;Ipopema;Mariusz Zaród;01.01.2015;Bogus³aw Stefaniak;01.11.2012;;;;;;;21.11.2012;20000;5000;codziennie;238.5;polskie;gotówkowe i pieniê¿ne ;100% WIBID 6M;0.75;0;0;0;1.18;
2879;Ipopema Makro Alokacji;Subfundusz IPOPEMA MAKRO ALOKACJI;;2,83;SFIO;Ipopema;£ukasz Jakubowski;01.09.2014;Mariusz Zaród;01.01.2015;Krzysztof Cesarz;01.09.2014;Bogus³aw Stefaniak;01.09.2014;;;06.12.2011;20000;5000;codziennie;20.3;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;2.2;3;0;10;3.44;
2887;Ipopema m-INDEKS FIO kategoria A;IPOPEMA m-Indeks FIO;;2,77;FIO;Ipopema;£ukasz Jakubowski;01.04.2011;Krzysztof Cesarz;01.07.2017;Mateusz Paw³owski;01.02.2016;;;;;01.06.2010;20000;100;codziennie;19.7;polskie;akcji ;100% mWIG40;2;4;0;0;3.15;
2883;Ipopema Obligacji;Subfundusz IPOPEMA OBLIGACJI;;1,74;SFIO;Ipopema;Bogus³aw Stefaniak;01.09.2014;Mariusz Zaród;01.01.2015;;;;;;;06.12.2011;20000;5000;codziennie;278.7;polskie;d³u¿ne ;fundusz nie posiada benchmarku;1.5;0.9;0;0;1.82;
9749;Ipopema Obligacji Korporacyjnych;;;1,74;SFIO;Ipopema;Igor Lenart;01.12.2017;Mariusz Zaród;01.12.2017;;;;;;;27.12.2017;20000;5000;codziennie;62.3;polskie;d³u¿ne ;100% WIBID 6M + 1%;1.6;0.9;0;20;;
2881;Ipopema Portfel Polskich Funduszy;;;3,62;SFIO;Ipopema;Piotr Kowalczyk;01.04.2018;;;;;;;;;21.11.2012;20000;5000;codziennie;3.5;zagraniczne;mieszane polskie;fundusz nie posiada benchmarku;;Op³ata manipulacyjn;Prowizja pobierana przez dystrybutora przy zakupie jednostek b¹dŸ certyfikatów funduszu inwestycyjnego. b¹dŸ w momencie ich sprzeda¿;0;;
2885;Ipopema Short Equity;Subfundusz IPOPEMA Short Equity;Subfundusz IPOPEMA Ma³ych i Œrednich Spó³ek;3,73;SFIO;Ipopema;£ukasz Jakubowski;01.12.2012;Mariusz Zaród;01.02.2016;Mateusz Paw³owski;01.02.2016;;;;;21.12.2012;160000;5000;codziennie;45.3;polskie;akcji ;100% WIG20short;3.2;3;0;0;4.33;
3181;MetLife Akcji Amerykañskich;Metlife Subfundusz Akcji Amerykañskich;;3,06;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;33.6;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;4;0;0;2.84;
NA;MetLife Akcji Ameryki £aciñskiej;;;3,67;SFIO;MetLife ;Tomasz Adamus;01.01.2018;Krzysztof Bednarczyk;01.01.2018;Tomasz Karsznia;01.01.2018;£ukasz Siwek;01.01.2018;;;18.01.2018;500;250;codziennie;2.2;zagraniczne;akcji ;fundusz nie posiada benchmarku;1.25;4;0;0;;
3172;MetLife Akcji Chiñskich i Azjatyckich;Metlife Subfundusz Akcji Chiñskich i Azjatyckich;;4,25;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;50.3;zagraniczne;akcji ;fundusz nie posiada benchmarku;3;4;0;0;3.32;
NA;MetLife Akcji Europejskich;;;3,51;SFIO;MetLife ;Tomasz Adamus;01.01.2018;Krzysztof Bednarczyk;01.01.2018;Tomasz Karsznia;01.01.2018;£ukasz Siwek;01.01.2018;;;18.01.2018;500;250;codziennie;8.9;zagraniczne;akcji ;fundusz nie posiada benchmarku;1.25;4;0;0;;
NA;MetLife Akcji Europy Œrodkowej i Wschodniej;;;4,25;FIO;MetLife ;Krzysztof Bednarczyk;01.01.2018;£ukasz Siwek;01.01.2018;Tomasz Karsznia;01.01.2018;Tomasz Adamus;01.01.2018;;;31.08.2005;500;250;codziennie;48.7;zagraniczne;akcji ;40% CECE + 20% PX + 15% ISE30 + 10% RDX + 10% WIBID 1M + 5% WIG20;3.5;4;0;0;;
3165;MetLife Akcji;Metlife Subfundusz Akcji;;4,30;FIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;18.06.2004;500;250;codziennie;98.4;polskie;akcji ;70% WIG20 + 30% mWIG40;4;4.5;0;0;4.3;
3173;MetLife Akcji Ma³ych Spó³ek;Metlife Subfundusz Akcji Ma³ych Spó³ek;;3,43;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;22.5;polskie;akcji ;90% sWIG80 + 10% WIBID 1M;3;4;0;0;3.43;
3186;MetLife Akcji Nowa Europa;Metlife Subfundusz Akcji Nowa Europa;;4,12;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;43.4;zagraniczne;akcji ;56% CECE + 22% RDX + 22% ISE30;3.5;4;0;0;4.12;
3174;MetLife Akcji Polskich;Metlife Subfundusz Akcji Polskich;;4,46;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;16.2;polskie;akcji ;50% WIG20 + 40% mWIG40 + 10% WIBID 1M;4;4;0;0;4.46;
3188;MetLife Akcji Rynków Rozwiniêtych;Metlife Subfundusz Akcji Rynków Rozwiniêtych;;3,99;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;19.3;zagraniczne;akcji ;fundusz nie posiada benchmarku;3;4;0;0;3.5;
3176;MetLife Akcji Rynków Wschodz¹cych;Metlife Subfundusz Akcji Rynków Wschodz¹cych;;5,19;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;31.1;zagraniczne;akcji ;fundusz nie posiada benchmarku;3;4;0;0;3.35;
3166;MetLife Akcji Œrednich Spó³ek;Metlife Subfundusz Akcji Œrednich Spó³ek;;4,28;FIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;14.11.2006;500;250;codziennie;63.6;polskie;akcji ;90% mWIG40 + 10% WIBID 1M;4;4.5;0;0;4.28;
3167;MetLife Aktywnej Alokacji;Metlife Subfundusz Aktywnej Alokacji;;3,54;FIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;18.06.2004;500;250;codziennie;18.4;zagraniczne;mieszane polskie;50% WIBID 1M + 35% WIG20 + 15% mWIG40;3;3.5;0;0;3.54;
NA;MetLife Globalnych Innowacji;;Metlife Subfundusz Zrównowa¿ony Nowa Europa;3,80;FIO;MetLife ;Tomasz Adamus;01.01.2018;Krzysztof Bednarczyk;01.01.2018;Tomasz Karsznia;01.01.2018;£ukasz Siwek;01.01.2018;;;18.01.2018;500;250;codziennie;15.5;zagraniczne;akcji ;fundusz nie posiada benchmarku;1.35;4.5;0;0;;
3177;MetLife Lokacyjny;Metlife Subfundusz Lokacyjny;;1,10;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;68;polskie;gotówkowe i pieniê¿ne ;100% WIBID 1M;0.8;0;0;0;1.1;
NA;MetLife Multistrategia;;;3,15;FIO;MetLife ;Tomasz Adamus;01.01.2018;Krzysztof Bednarczyk;01.01.2018;Tomasz Karsznia;01.01.2018;£ukasz Siwek;01.01.2018;;;18.01.2018;500;250;codziennie;5;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;0.8;3.5;0;0;;
3178;MetLife Obligacji Plus;Metlife Subfundusz Obligacji Plus;;1,74;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;51.4;polskie;d³u¿ne ;90% Citigroup PGBI + 10% WIBID 1M;1.45;0.5;0;0;1.74;
3168;MetLife Obligacji Skarbowych;Metlife Subfundusz Obligacji Skarbowych;;1,74;FIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;18.06.2004;500;250;codziennie;90.2;polskie;d³u¿ne ;90% Citigroup PGBI + 10% WIBID 1M;1.45;1;0;0;1.74;
3194;MetLife Obligacji Œwiatowych;Metlife Subfundusz Obligacji Œwiatowych;;2,57;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;60.4;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;1;1;0;0;1.27;
3180;MetLife Ochrony Wzrostu;Metlife Subfudnusz Ochrony Wzrostu;;4,00;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;4.6;zagraniczne;mieszane polskie;fundusz nie posiada benchmarku;2.6;2;0;0;3.13;
3169;MetLife Pieniê¿ny;Metlife Subfundusz Pieniê¿ny;;1,24;FIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;29.04.2005;500;250;codziennie;506.4;polskie;gotówkowe i pieniê¿ne ;100% WIBID 12M;1;0;0;0;1.24;
3170;MetLife Stabilnego Wzrostu;Metlife Subfundusz Stabilnego Wzrostu;;2,53;FIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;18.06.2004;500;250;codziennie;71.8;zagraniczne;mieszane polskie;60% CPGBI + 21% WIG20 + 9% mWIG40 + 10% WIBID 1M;2.2;3.5;0;0;2.53;
3197;MetLife Zrównowa¿ony Azjatycki;Metlife Subfundusz Zrównowa¿ony Azjatycki;;3,96;SFIO;MetLife ;Tomasz Adamus;01.05.2013;Tomasz Karsznia;01.08.2014;£ukasz Siwek;01.05.2016;Krzysztof Bednarczyk;01.06.2016;;;10.01.2007;500;250;codziennie;9.4;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.5;3;0;0;3.12;
3913;mFundusz dla aktywnych;Subfundusz mFundusz dla aktywnych;;2,78;SFIO;mFundusze Dobrze Lokuj¹ce;;;;;;;;;;;08.11.2016;1000;100;codziennie;86.9;zagraniczne;mieszane ;fundusz nie posiada benchmarku;0.7;0;0;20;1.67;
3914;mFundusz dla ka¿dego;Subfundusz mFundusz dla ka¿dego;;1,79;SFIO;mFundusze Dobrze Lokuj¹ce;;;;;;;;;;;08.11.2016;1000;100;codziennie;364.9;polskie;d³u¿ne ;fundusz nie posiada benchmarku;0.4;0;0;20;1;
3915;mFundusz dla odwa¿nych;Subfundusz mFundusz dla odwa¿nych;;3,80;SFIO;mFundusze Dobrze Lokuj¹ce;;;;;;;;;;;08.11.2016;1000;100;codziennie;32.5;zagraniczne;akcji ;fundusz nie posiada benchmarku;1;0;0;20;2.61;
NA;mFundusz Lokacyjny Plus SFIO;;;0,86;SFIO;mFundusze Dobrze Lokuj¹ce;Maksymilian £ochowski;01.10.2016;Tomasz Kuciñski;01.08.2017;Jacek Mielcarek;01.02.2018;Wojciech Bogacki;01.02.2018;;;22.11.2000;10000;5000;codziennie;461.7;polskie;gotówkowe i pieniê¿ne ;fundusz nie posiada benchmarku;0.7;0;0;0;0.86;
3205;Millennium Absolute Return;Millennium FIO S Absolute Return;;4,56;SFIO;Millennium;Miros³aw Dzió³ko;01.07.2012;£ukasz Ko³aczkowski;01.07.2012;;;;;;;28.02.2005;500;500;codziennie;72.6;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;3.5;1.5;0;0;3.81;
3199;Millennium Akcji;Millennium FIO S Akcji;;4,41;FIO;Millennium;Miros³aw Dzió³ko;01.03.2007;Anna Otrêba-Górecka;01.11.2009;;;;;;;03.01.2002;500;500;codziennie;226.3;polskie;akcji ;90% WIG + 10% WIBID 6M, pomniejszone o op³aty za zarz¹dzanie;4;1.5;0;0;4.15;
3200;Millennium Cyklu Koniunkturalnego;Millennium FIO S Cyklu Koniunkturalnego;;4,66;FIO;Millennium;£ukasz Ko³aczkowski;01.10.2013;Miros³aw Dzió³ko;01.10.2013;;;;;;;03.01.2002;500;500;codziennie;170.3;zagraniczne;mieszane polskie;fundusz nie posiada benchmarku;3.5;1.5;0;0;4.18;
3201;Millennium Depozytowy;Millennium FIO S Depozytowy;;1,55;FIO;Millennium;Rados³aw Plewiñski;01.05.2013;Mateusz £osicki;01.12.2015;;;;;;;03.01.2002;500;500;codziennie;1662;polskie;gotówkowe i pieniê¿ne ;100% WIBID 6M, pomniejszone o op³atê za zarz¹dzanie;1;0.6;0;0;1.06;
3202;Millennium Dynamicznych Spó³ek;Millennium FIO S Dynamicznych Spó³ek;;4,26;FIO;Millennium;Anna Otrêba-Górecka;01.08.2007;Miros³aw Dzió³ko;01.06.2009;;;;;;;10.04.2007;500;500;codziennie;75.6;polskie;akcji ;45% mWIG40 + 45% sWIG80 + 10% WIBID 6M, pomniejszone o op³atê za zarz¹dzanie;4;1.5;0;0;4.23;
3206;Millennium Globalny Akcji;Millennium SFIO S Globalny Akcji;;7,41;SFIO;Millennium;Pawe³ Grzywa;01.05.2016;;;;;;;;;22.08.2005;500;500;codziennie;44;zagraniczne;akcji ;fundusz nie posiada benchmarku;3.5;1.5;0;0;3.81;
3207;Millennium Globalny Stabilnego Wzrostu;Millennium SFIO S Globalny Stabilnego Wzrostu;;4,90;SFIO;Millennium;Pawe³ Grzywa;01.05.2016;;;;;;;;;22.08.2005;500;500;codziennie;110.3;zagraniczne;mieszane ;fundusz nie posiada benchmarku;3.5;1.5;0;0;3.64;
3208;Millennium Globalny Strategii Alternatywnych;Millennium SFIO S Globalny Strategii Alternatywnych;;4,30;SFIO;Millennium;Pawe³ Grzywa;01.05.2016;;;;;;;;;22.08.2005;500;500;codziennie;14.4;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.5;1.5;0;0;3.19;
3203;Millennium Instrumentów D³u¿nych;Millennium FIO S Instrumentów D³u¿nych;;2,56;FIO;Millennium;Rados³aw Plewiñski;01.09.2014;Mateusz £osicki;01.12.2015;;;;;;;15.09.2014;500;500;codziennie;137.6;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;1.9;0.6;0;0;2.05;
3209;Millennium Konserwatywny;Millennium SFIO S Konserwatywny;;2,24;SFIO;Millennium;Pawe³ Grzywa;01.12.2016;;;;;;;;;07.12.2016;500;500;codziennie;17.8;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.5;0.8;0;0;2.08;
3210;Millennium Obligacji Korporacyjnych;Millennium FIO S Obligacji Korporacyjnych;;2,08;SFIO;Millennium;Rados³aw Plewiñski;01.05.2013;Mateusz £osicki;01.12.2015;;;;;;;28.02.2005;500;500;codziennie;1981.5;polskie;d³u¿ne ;fundusz nie posiada benchmarku;1.7;0.6;0;0;1.84;
3204;Millennium Stabilnego Wzrostu;Millennium FIO S Stabilnego Wzrostu;;3,29;FIO;Millennium;Miros³aw Dzió³ko;01.08.2007;£ukasz Ko³aczkowski;01.11.2009;;;;;;;05.02.2004;500;500;codziennie;128.5;zagraniczne;mieszane polskie;30% WIG + 50% Citigroup Poland Government Bond Index All Maturities Local Terms + 20% WIBID 6M, pomniejszone o op³atê za zarz¹dzanie;3;1.5;0;0;3.17;
NA;MS Akcji;MS Akci;;3,40;FIO;MS;Czes³aw Pospieszyñski;01.02.2017;Jaros³aw Kuœ;01.02.2017;Leszek Milczarek;01.10.2017;;;;;16.01.2017;100;50;codziennie;0.1;polskie;akcji ;90% WIG + 10% WIBID 3M;3.4;4;0;10;0;
NA;MS Obligacji;MS Oblgacji;;1,40;FIO;MS;Czes³aw Pospieszyñski;01.02.2017;Jaros³aw Kuœ;01.02.2017;Leszek Milczarek;01.10.2017;;;;;16.01.2017;100;50;codziennie;0.2;polskie;d³u¿ne ;100% WIBID 12M;1.4;2;0;10;0;
NA;MS P³ynnoœciowy;MS P³ynoœciowy;;0,90;FIO;MS;Czes³aw Pospieszyñski;01.02.2017;Jaros³aw Kuœ;01.02.2017;Leszek Milczarek;01.10.2017;;;;;16.01.2017;100;50;codziennie;3.9;polskie;gotówkowe i pieniê¿ne ;100% WIBID 3M;0.9;1;0;10;0;
2718;NN Akcji;NN (PL) Akcji;;3,50;FIO;NN;Marcin Szortyka;01.06.2008;;;;;;;;;09.03.1998;200;50;codziennie;901;polskie;akcji ;100% WIG;3.5;4;0;0;3.08;
2719;NN Akcji Œrodkowoeuropejskich;NN (PL) Akcji Œrodkowoeuropejskich;;3,51;FIO;NN;Marcin Szortyka;01.07.2008;;;;;;;;;07.07.2008;200;50;codziennie;144.4;zagraniczne;akcji ;40% CECE Composite Index Total Return (CECENTRE) + 45% BIST Dividend (XU Dividend) + 15% ATX Net Total Return (ATXNTR);3.5;4;0;0;3.81;
2720;NN Gotówkowy;NN (PL) Gotówkowy;;0,75;FIO;NN;Wojciech Górny;01.04.2018;;;;;;;;;24.02.1999;200;50;codziennie;766.2;polskie;gotówkowe i pieniê¿ne ;100% WIBID 6M;0.75;0;0;0;0.7;
2721;NN Lokacyjny Plus;NN (L) Lokacyjny Plus;;1,00;FIO;NN;Wojciech Górny;01.11.2014;;;;;;;;;07.08.2008;200;50;codziennie;1665.5;polskie;gotówkowe i pieniê¿ne ;100% WIBID 12M;1;0;0;0;1;
2704;NN (L) Ameryki £aciñskiej;NN (L) Ameryki £aciñskiej;;2,96;SFIO;NN;Marcin Szortyka;01.11.2009;;;;;;;;;23.11.2009;200;50;codziennie;19.6;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5;0;0;2.51;
2705;NN (L) Depozytowy;NN (L) Depozytowy;;0,75;SFIO;NN;Wojciech Górny;01.11.2014;;;;;;;;;02.08.2011;200;50;codziennie;179.2;polskie;gotówkowe i pieniê¿ne ;100% WIBID 6M;0.75;0;0;0;0.75;
2706;NN (L) Dynamiczny Globalnej Alokacji;NN (L) Dynamiczny Globalnej Alokacji;;2,87;SFIO;NN;Marcin Szortyka;01.03.2016;;;;;;;;;15.10.2010;200;50;codziennie;29.2;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;2.5;5;0;0;2.45;
2707;NN (L) Europejski Spó³ek Dywidendowych;NN (L) Europejski Spó³ek Dywidendowych;;2,93;SFIO;NN;Marcin Szortyka;01.11.2009;;;;;;;;;23.11.2009;200;50;codziennie;147.7;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5;0;0;2.49;
2708;NN (L) Globalny D³ugu Korporacyjnego;NN (L) Globalny D³ugu Korporacyjnego;;2,19;SFIO;NN;Marcin Szortyka;01.11.2009;;;;;;;;;23.11.2009;200;50;codziennie;457.6;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;1.8;1.5;0;0;1.79;
2709;NN (L) Globalny Spó³ek Dywidendowych;NN (L) Globalny Spó³ek Dywidendowych;;2,92;SFIO;NN;Marcin Szortyka;01.11.2009;;;;;;;;;23.11.2009;200;50;codziennie;478.1;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5;0;0;2.43;
2710;NN (L) Japonia;NN (L) Japonia;;3,18;SFIO;NN;Marcin Szortyka;01.11.2009;;;;;;;;;23.11.2009;200;50;codziennie;212.5;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5;0;0;2.48;
2011;NN (L) Nowej Azji;NN (L) Nowej Azji;;2,96;SFIO;NN;Marcin Szortyka;01.11.2009;;;;;;;;;23.11.2009;200;50;codziennie;36.7;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5;0;0;2.45;
2712;NN (L) Obligacji Rynków Wschodz¹cych (Waluta Lokalna);NN (L) Obligacji Rynków Wschodzacych (Waluta Lokalna);;2,17;SFIO;NN;Marcin Szortyka;01.01.2012;;;;;;;;;23.01.2012;200;50;codziennie;124.8;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;1.8;1.5;0;0;1.8;
2713;NN (L) Obligacyjny Globalnej Alokacji;NN (L) Obligacyjny Globalnej Alokacji;;1,70;SFIO;NN;Marcin Szortyka;01.03.2016;;;;;;;;;20.11.2012;200;50;codziennie;6.2;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;1.4;1.5;0;0;1.42;
