Lp;Nazwa funduszu;Forma prawna;Zarz¹dzaj¹cy;Zarz¹dzaj¹cy od;;;;;;;;;;;Rok uruchomienia;Pierwsza wp³ata;Nastêpna wp³ata;Jak czêsto wycena SFIO;Aktywa;Typ;Benchmark;Benchmark_2;Benchmark_3;Benchmark_4;Benchmark_5;Benchmark_6;Benchmark_7;Benchmark_8;Polityka inwestycyjna (min. akcji);Udzia³ akcji;Op³ata za zarz¹dzanie;Op³ata za nabycie;Op³ata za umorzenie;Op³ata za wynik;Op³ata za wynik_2;TER;Op³aty bie¿¹ce;Inne;Inne_2;Inne_3;Nazwa IZFiA;TFI;
75;Ipopema Ma³ych i Œrednich Spó³ek (Ipopema SFIO);SFIO;;;;;;;;;;;;;2012;20000;5000;codziennie;6.2;akcji;40% mWIG40;30% MCXP;20% sWIG80;10% WIBID 6M;;;;;70%;76.12;3.2;4;0;10%;ponad benchmark;4.77;4.23;ozn spada do 1% przy 200 000;;;Subfundusz IPOPEMA Ma³ych i Œrednich Spó³ek;Ipopema;
77;Ipopema m-INDEKS (Ipopema SFIO);SFIO;;;;;;;;;;;;;2015;20000;5000;codziennie;1.7;akcji;100% mWIG40;;;;;;;;;71.16;2;4;0;;;2.09;1.99;ozn spada do 1% przy 200 000;;;IPOPEMA m-Indeks FIO;Ipopema;
76;Ipopema m-INDEKS FIO kategoria A;FIO;;;;;;;;;;;;;2010;20000;100;;25.8;akcji;100% mWIG40;;;;;;;;;68.04;2;4;0;;;3.59;2.83;ozn spada do 1% przy 200 000;;;;Ipopema;
306;Ipopema Obligacji (Ipopema SFIO);SFIO;;;;;;;;;;;;;2011;20000;5000;codziennie;342.6;d³u¿ne;nie ma;;;;;;;;;;1.5;1;0;;;1.84;1.77;ozn spada do 0.1% przy 200 000;;;Subfundusz IPOPEMA OBLIGACJI;Ipopema;
78;Ipopema Short Equity (Ipopema SFIO);SFIO;;;;;;;;;;;;;2012;160000;5000;codziennie;13.9;akcji;100% WIG20short;;;;;;;;;0;3.2;3;0;;;4.32;3.76;ozn spada do 0.75% przy 200 000;;;Subfundusz IPOPEMA Short Equity;Ipopema;
79;JPMorgan - Emerging Markets Opportunities Fund Polska (Skarbiec - JPM AM Funds Polska SFIO);SFIO;;;;;;;;;;;;;2013;1000;100;codziennie;33.2;akcji;nie ma;;;;;;;;;0;2.04;6;0;;;2.02;3.07;ozn spada do 3% przy 1 000 000;min. 65% w JPMorgan - Emerging Markets Opportunities Fund;;Skarbiec - emerging markets opportunities;Skarbiec;
80;JPMorgan - Europe Strategic Dividend Fund Polska (Skarbiec - JPM AM Funds Polska SFIO);SFIO;;;;;;;;;;;;;2016;1000;100;codziennie;1.7;akcji;nie ma;;;;;;;;;0;2.04;#ARG!;0;;;0;2.9;?;min. 65% w JPMorgan - Europe Strategic Dividend Fund;;Skarbiec - Europe Strategic Dividend;Skarbiec;
81;JPMorgan - Global Healthcare Fund Polska (Skarbiec - JPM AM Funds Polska SFIO);SFIO;;;;;;;;;;;;;2016;1000;100;codziennie;0.6;akcji;nie ma;;;;;;;;;0;2.04;#ARG!;0;;;0;2.9;?;min. 65% w JPMorgan - Global Healthcare Fund;;Skarbiec - Global Healthcare;Skarbiec;
307;JPMorgan - Global High Yield Bond Fund Polska (Skarbiec - JPM AM Funds Polska SFIO);SFIO;;;;;;;;;;;;;2013;1000;100;codziennie;33.9;d³u¿ne;nie ma;;;;;;;;;;1.3;3;0;;;1.3;1.88;ozn spada do 1.5% przy 1 000 000;min. 65% w JPMorgan - Global High Yield Bond Fund;;Skarbiec - global high yield bond;Skarbiec;
308;JPMorgan - Global Income Fund Polska (Skarbiec - JPM AM Funds Polska SFIO);SFIO;;;;;;;;;;;;;2016;1000;100;codziennie;2.4;mieszane;nie ma;;;;;;;;;0;2.04;#ARG!;0;;;0;2.9;?;min. 65% w JPMorgan - Global Income Fund;;Skarbiec - Global Income;Skarbiec;
309;JPMorgan - Global Macro Opportunities Fund Polska (Skarbiec - JPM AM Funds Polska SFIO);SFIO;;;;;;;;;;;;;2016;1000;100;codziennie;10.1;mieszane;nie ma;;;;;;;;;0;2.04;#ARG!;0;;;0.81;2.9;?;min. 65% w JPMorgan - Global Macro Opportunities Fund;;Skarbiec - Global Macro Opportunities;Skarbiec;
310;JPMorgan - Global Strategic Bond Fund Polska (Skarbiec - JPM AM Funds Polska SFIO);SFIO;;;;;;;;;;;;;2013;1000;100;codziennie;7.4;d³u¿ne;nie ma;;;;;;;;;;1.3;3;0;;;1.34;1.92;ozn spada do 1.5% przy 1 000 000;min. 65% w JPMorgan - Global Strategic Bond Fund;;Skarbiec - global strategic bond;Skarbiec;
82;JPMorgan - Highbridge US STEEP Fund Polska (Skarbiec - JPM AM Funds Polska SFIO);SFIO;;;;;;;;;;;;;2013;1000;100;codziennie;4.5;akcji;nie ma;;;;;;;;;0;2.04;6;0;;;2.02;3.02;ozn spada do 3% przy 1 000 000;min. 65% w JPMorgan - Highbridge US STEEP Fund;;Skarbiec - highbridge US STEEP;Skarbiec;
83;KBC Akcji Ma³ych i Œrednich Spó³ek (KBC FIO);SFIO;;;;;;;;;;;;;2007;500;100;codziennie;47.6;akcji;60% mWIG40;30% sWIG80;10% WIBID O/N;- koszty sta³e (w tym zarz¹dzania);;;;;70%;89.24;4;4;0;;;4.47;4.41;ozn spada do 1.25% przy 250 000;;;KBC Subfundusz Akcji Ma³ych i Œrednich Spó³ek;KBC;
84;KBC Akcyjny (KBC FIO);FIO;;;;;;;;;;;;;2006;500;100;;74;akcji;50% WIG20;40% mWIG40;10% EuroStoxx 50;- koszty sta³e (w tym zarz¹dzania);;;;;75%;87.37;4;4;0;;;4.44;4.38;ozn spada do 1.25% przy 250 000;;;KBC Subfundusz AKCYJNY;KBC;
311;KBC Aktywny (KBC FIO);FIO;;;;;;;;;;;;;2002;500;100;;44.7;mieszane;25% Bloomberg/Poland Local Sovereign;25% WIG20;20% mWIG40;25% WIBID 3M;5% EuroStoxx 50;- koszty sta³e (w tym zarz¹dzania);;;30%;51.7;3.8;3;0;;;4.38;4.31;ozn spada do 1% przy 250 000;;;KBC Subfundusz Aktywny;KBC;
312;KBC Delta (KBC Biznes SFIO);SFIO;;;;;;;;;;;;;2011;160000;1000;codziennie;2.5;d³u¿ne;70% Bloomberg/Poland Local Sovereign;30% WIBID 3M;- koszty sta³e (w tym zarz¹dzania);;;;;;;;0.99;#ARG!;0;;;2.9;2.42;?;min. 50% w d³u¿ne;;KBC DELTA;KBC;
313;KBC Gamma (KBC Biznes SFIO);SFIO;;;;;;;;;;;;;2001;160000;1000;codziennie;1074;pieniê¿ne;100% WIBID 3M;+ 0.25 p.p.;- koszty sta³e (w tym zarz¹dzania);;;;;;;;0.79;0;0;;;1.03;0.99;;min. 80% w d³u¿ne;;KBC GAMMA;KBC;
85;KBC Globalny Akcyjny (KBC FIO);FIO;;;;;;;;;;;;;2011;500;100;;9.4;akcji;nie ma;;;;;;;;70%;0;3;4;0;;;4.04;4.57;ozn spada do 1.25% przy 250 000;;;KBC Subfundusz Globalny Akcyjny;KBC;
314;KBC Globalny Obligacyjny (KBC FIO);FIO;;;;;;;;;;;;;2012;500;100;;6.4;d³u¿ne;nie ma;;;;;;;;;;1;#ARG!;0;;;;5.01;?;min. 60% w d³u¿ne;;KBC Subfundusz Globalny Obligacyjny;KBC;
315;KBC Globalny Ochrony 90 Listopad (KBC FIO);FIO;;;;;;;;;;;;;2015;500;100;;7.6;mieszane;nie ma;;;;;;;;;0;1.7;3;0;;;3.44;;ozn spada do 1% przy 250 000;;;;KBC;
316;KBC Obligacji Korporacyjnych (KBC FIO);FIO;;;;;;;;;;;;;2011;500;100;;119.1;d³u¿ne;100% WIBOR 6M;- koszty sta³e (w tym zarz¹dzania);;;;;;;;;1.3;1;0;;;1.82;1.73;ozn spada do 0.3% przy 250 000;;;KBC Subfundusz Obligacji Korporacyjnych;KBC;
317;KBC Obligacyjny FIO;FIO;;;;;;;;;;;;;2002;500;100;;;pieniê¿ne;;;;;;;;;;;0.9;0;0;;;1.2;1.16;;;;;KBC;
318;KBC Papierów D³u¿nych (KBC FIO);FIO;;;;;;;;;;;;;2001;500;100;;120.5;d³u¿ne;70% Bloomberg/Poland Local Sovereign;30% WIBID 3M;+ 0.25 p.p.;- koszty sta³e (w tym zarz¹dzania);;;;;;;1.4;1;0;;;1.71;1.65;ozn spada do 0.3% przy 250 000;min. 70% w d³u¿ne;;KBC Subfundusz Papierów D³u¿nych;KBC;
;KBC Pieniê¿ny;FIO;;;;;;;;;;;;;2002;500;100;;289.7;pieniê¿ne;100% WIBID 3M;+0.25 p.p.;- koszty sta³e (w tym zarz¹dzania);;;;;;;0%;0.9;0;0;;;1.17;1.19;;;;KBC Subfundusz Pieniê¿ny;KBC;
86;KBC Portfel Akcji Œrednich Spó³ek (KBC Portfel VIP SFIO);SFIO;;;;;;;;;;;;;2007;100000;5000;codziennie;5.1;akcji;70% mWIG40;30% sWIG80;- koszty sta³e (w tym zarz¹dzania);;;;;;75%;83.27;4;4;0;;;5.17;5.41;;;;KBC PORTFEL AKCJI ŒREDNICH SPÓ£EK SFIO;KBC;
87;KBC Portfel Akcyjny (KBC Portfel VIP SFIO);SFIO;;;;;;;;;;;;;2006;100000;5000;codziennie;17.4;akcji;70% WIG20;30% EuroStoxx 50;- koszty sta³e (w tym zarz¹dzania);;;;;;80%;87.1;4;4;0;;;4.62;4.6;;;;KBC PORTFEL AKCYJNY SFIO;KBC;
319;KBC Portfel Obligacyjny (KBC Portfel VIP SFIO);SFIO;;;;;;;;;;;;;2006;100000;5000;codziennie;17.9;d³u¿ne;70% Bloomberg/Poland Local Sovereign;30% WIBID 3M;+ 0.25 p.p.;- koszty sta³e (w tym zarz¹dzania);;;;;;;1.35;4;0;;;1.78;1.82;;min. 80% w d³u¿ne;;KBC PORTFEL OBLIGACYJNY SFIO;KBC;
320;KBC Portfel Pieniê¿ny (KBC Portfel VIP SFIO);SFIO;;;;;;;;;;;;;2006;100000;5000;codziennie;17.3;pieniê¿ne;100% WIBID 3M;+ 0.25 p.p.;- koszty sta³e (w tym zarz¹dzania);;;;;;;;0.9;4;0;;;1.36;1.45;;min. 80% w d³u¿ne;;KBC PORTFEL PIENIÊ¯NY SFIO;KBC;
321;KBC Sigma Obligacji Plus (KBC Biznes SFIO);SFIO;;;;;;;;;;;;;2016;160000;1000;codziennie;15.3;d³u¿ne;100% WIBID 3M;+ 0.25 p.p.;- koszty sta³e (w tym zarz¹dzania);;;;;;;;0.79;0;0;;;;;;min. 60% w d³u¿ne;;KBC SIGMA Obligacji Plus;KBC;
322;KBC Stabilny (KBC FIO);FIO;;;;;;;;;;;;;2001;500;100;;76.8;mieszane;50% Bloomberg/Poland Local Sovereign;20% WIBID 3M;15% WIG20;12% mWIG40;3% EuroStoxx 50;- koszty sta³e (w tym zarz¹dzania);;;max. 50%;30.54;2.5;3;0;;;2.94;2.9;ozn spada do 0.35% przy 250 000;;;KBC Subfundusz Stabilny;KBC;
89;Legg Mason Akcji (Legg Mason Parasol FIO);FIO;;;;;;;;;;;;;1999;100;100;;1080.5;akcji;100% WIG;;;;;;;;60%;88.86;3.5;4;0;;;3.38;3.6;ozn spada do 0.3% przy 1 000 000;;;Esaliens Parasol FIO Subfundusz Akcji;Esaliens;
88;Legg Mason Akcji Azjatyckich (Legg Mason Parasol Zagraniczny SFIO);SFIO;;;;;;;;;;;;;2015;100;100;codziennie;8.2;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;2.35;4.2;ozn spada do 0.75% przy 1 000 000;min. 70% w Legg Mason QS MV Asia Pacific Ex Japan Equi+Y220ty Growth and Y202Income Fund;;Esaliens Akcji Azjatyckich;Esaliens;
90;Legg Mason Amerykañskich Spó³ek Wzrostowych (Legg Mason Parasol Zagraniczny SFIO);SFIO;;;;;;;;;;;;;2015;100;100;codziennie;2.6;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;2.44;4.07;ozn spada do 0.75% przy 1 000 000;min. 70% w Legg Mason ClearBridge US Aggressive Growth Fund;;Esaliens Amerykañskich Spó³ek Wzrostowych;Esaliens;
91;Legg Mason CEE Select (Legg Mason Parasol FIO);FIO;;;;;;;;;;;;;2014;100;100;;2.8;akcji;20% WIG;10% PX;10% BUX;20% RTSI$;20% XU100;20% ATX;;;80%;95.67;3.5;4;0;20%;ponad benchmark;0;4.46;ozn spada do 0.3% przy 1 000 000;;;Esaliens Parasol FIO Subfundusz CEE Select;Esaliens;
323;Legg Mason Globalnych Papierów D³u¿nych (Legg Mason Parasol Zagraniczny SFIO);SFIO;;;;;;;;;;;;;2015;100;100;codziennie;17.9;d³u¿ne;nie ma;;;;;;;;;;2;3;0;;;2.69;3.14;ozn spada do 0.5% przy 1 000 000;min. 70% w Legg Mason Western Asset Global Multi Strategy Fund;;Esaliens Globalnych Papierów D³u¿nych;Esaliens;
92;Legg Mason Ma³ych Spó³ek Amerykañskich (Legg Mason Parasol Zagraniczny SFIO);SFIO;;;;;;;;;;;;;2015;100;100;codziennie;0.6;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;2.99;4.18;ozn spada do 0.75% przy 1 000 000;min. 70% w Legg Mason Royce US Smaller Companies Fund;;Esaliens Ma³ych Spó³ek Amerykañskich;Esaliens;
324;Legg Mason Obligacji (Legg Mason Parasol FIO);FIO;;;;;;;;;;;;;1999;100;100;;175.8;d³u¿ne;100% Citigroup Poland Government Bond Index All Maturities Local Terms;;;;;;;;;;1.5;1;0;;;1.42;1.58;ozn spada do 0.1% przy 1 000 000;;;Esaliens Parasol FIO Subfundusz Obligacji;Esaliens;
93;Legg Mason Okazji Rynkowych (Legg Mason Parasol Zagraniczny SFIO);SFIO;;;;;;;;;;;;;2015;100;100;codziennie;0.5;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;1.48;4.09;ozn spada do 0.75% przy 1 000 000;min. 70% w Miller Opportunity Fund;;Esaliens Okazji Rynkowych;Esaliens;
325;Legg Mason Pieniê¿ny (Legg Mason Parasol FIO);FIO;;;;;;;;;;;;;1999;100;100;;400.8;pieniê¿ne;100% JP Morgan Emerging Local Markets Index Plus (ELMI+) Poland;;;;;;;;;;0.8;0;0;;;0.83;0.85;;;;Esaliens Parasol FIO Subfundusz Pieniê¿ny;Esaliens;
326;Legg Mason Senior FIO;FIO;;;;;;;;;;;;;1999;100;100;;1119.3;mieszane;80% Citigroup Poland Government Bond Index 1 to 3 Year Local Terms;20% WIG;;;;;;;20%;25.83;2.5;3;0;;;1.29;2.57;ozn spada do 0.2% przy 1 000 000;;;Esaliens Senior FIO;Esaliens;
327;Legg Mason Stabilny (Legg Mason Parasol FIO);FIO;;;;;;;;;;;;;2014;100;100;;44.8;mieszane;65% Citigroup Poland Government Bond Index 1 to 3 Year Local Terms;35% WIG;;;;;;;25%;33.74;2.6;3;0;10%;ponad 0%;1.65;3.29;ozn spada do 0.2% przy 1 000 000;;;Esaliens Parasol FIO Subfundusz Stabilny;Esaliens;
328;Legg Mason Strateg (Legg Mason Parasol FIO);FIO;;;;;;;;;;;;;1999;100;100;;126.9;mieszane;50% Citigroup Poland Goverment Bond Index 1 to 3 Year Local Terms;50% WIG;;;;;;;25%;24.72;3.5;4;0;;;2.96;3.64;ozn spada do 0.3% przy 1 000 000;;;Esaliens Parasol FIO Subfundusz Strateg;Esaliens;
96;MetLife Akcji (Krajowy FIO);FIO;;;;;;;;;;;;;2004;500;;;136.7;akcji;70% WIG20;30% mWIG40;;;;;;;90%;95.46;4;5;0;;;4.28;4.3;ozn spada do 1.75% przy 250 000;;;Metlife Subfundusz Akcji;Metlife;
94;MetLife Akcji Amerykañskich (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;26.9;akcji;nie ma;;;;;;;;;0;2.5;4;0;;;2.8;3.71;;100% w Franklin US Opportunities Fund, Franklin US Equity Fund, BlackRock US Small & MidCap Opportunities Fund, BlackRock US Basic Value Fund, America Fund, Legg Mason ClearBridge US Large Cap Growth Fund, U.S. Value Fund oraz Vanguard S&P 500 UCITS ETF;;Metlife Subfundusz Akcji Amerykañskich;Metlife;
95;MetLife Akcji Chiñskich i Azjatyckich (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;42.5;akcji;nie ma;;;;;;;;;0;3;4;0;;;3.3;4.27;;100% w PineBridge Funds, Franklin Templeton Investment Funds, Invesco Funds, Robeco Capital Growth Funds oraz JPMorgan Funds;;Metlife Subfundusz Akcji Chiñskich i Azjatyckich;Metlife;
97;MetLife Akcji Ma³ych Spó³ek (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;22.5;akcji;90% sWIG80;10% WIBID 1M;;;;;;;66%;85.46;3;4;0;;;3.64;3.62;ozn spada do 1% przy 250 000;;;Metlife Subfundusz Akcji Ma³ych Spó³ek;Metlife;
98;MetLife Akcji Nowa Europa (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;47.8;akcji;56% CECE;22% RDX;22% ISE30;;;;;;66%;86.86;3.5;4;0;;;4.09;4.11;ozn spada do 1% przy 250 000;;;Metlife Subfundusz Akcji Nowa Europa;Metlife;
99;MetLife Akcji Polskich (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;18.6;akcji;50% WIG20;40% mWIG40;10% WIBID 1M;;;;;;90%;91.26;4;4;0;;;4.44;4.46;ozn spada do 1% przy 250 000;;;Metlife Subfundusz Akcji Polskich;Metlife;
100;MetLife Akcji Rynków Rozwiniêtych (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;12.8;akcji;nie ma;;;;;;;;;0;3;4;0;;;3.52;4.36;;100% w MFS Meridian Global Equity Fund, MFS Meridian Global Concentrated Fund, JP Morgan Global Focus Fund, M&G Global Dividend Fund, Aberdeen Global World Equity Fund, Vanguard Global Stock Index Fund, America Fund, EURO Equity, European Research Fund, Schroeder Tokyo Fund oraz iShares MSCI World UCITS ETF;;Metlife Subfundusz Akcji Rynków Rozwiniêtych;Metlife;
101;MetLife Akcji Rynków Wschodz¹cych (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;27.6;akcji;nie ma;;;;;;;;;0;3;4;0;;;3.41;4.24;;100% w PineBridge Funds, BlackRock Global Funds, Fidelity Funds, First State Investments oraz Vanguard Funds;;Metlife Subfundusz Akcji Rynków Wschodz¹cych;Metlife;
102;MetLife Akcji Œrednich Spó³ek (Krajowy FIO);FIO;;;;;;;;;;;;;2006;500;250;;120.1;akcji;90% mWIG40;10% WIBID 1M;;;;;;;70%;93.28;4;5;0;;;4.37;4.34;ozn spada do 1.75% przy 250 000;;;Metlife Subfundusz Akcji Œrednich Spó³ek;Metlife;
329;MetLife Aktywnej Alokacji (Krajowy FIO);FIO;;;;;;;;;;;;;2004;500;250;;10.4;mieszane;50% WIBID 1M;35% WIG20;15% mWIG40;;;;;;20%;59.03;3;4;0;;;3.88;3.82;ozn spada do 1.25% przy 250 000;;;Metlife Subfundusz Aktywnej Alokacji;Metlife;
330;MetLife Lokacyjny (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;39;pieniê¿ne;100% WIBID 1M;;;;;;;;;;0.8;0;0;;;1.14;1.09;;;;Metlife Subfundusz Lokacyjny;Metlife;
331;MetLife Obligacji Plus (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;42.5;d³u¿ne;90% Citigroup PGBI;10% WIBID 1M;;;;;;;;;1.45;1;0;;;1.75;1.74;ozn spada do 0.15% przy 250 000;;;Metlife Subfundusz Obligacji Plus;Metlife;
332;MetLife Obligacji Skarbowych (Krajowy FIO);FIO;;;;;;;;;;;;;2004;500;250;;98.5;d³u¿ne;90% Citigroup PGBI;10% WIBID 1M;;;;;;;;;1.45;1;0;;;1.69;1.7;ozn spada do 0.4% przy 250 000;;;Metlife Subfundusz Obligacji Skarbowych;Metlife;
333;MetLife Obligacji Œwiatowych (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;62.7;d³u¿ne;nie ma;;;;;;;;;;1;1;0;;;1.33;1.93;;100% w PineBridge Funds, Franklin Templeton Investment Funds, Schroder International Selection Fund oraz Baring Global Umbrella Fund;;Metlife Subfundusz Obligacji Œwiatowych;Metlife;
334;MetLife Ochrony Wzrostu (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;8;mieszane;nie ma;;;;;;;;;3.78;2.6;2;0;;;2.85;3.07;ozn spada do 0.25% przy 250 000;;;Metlife Subfudnusz Ochrony Wzrostu;Metlife;
335;MetLife Pieniê¿ny (Krajowy FIO);FIO;;;;;;;;;;;;;2005;500;250;;455.4;pieniê¿ne;100% WIBID 12M;;;;;;;;;;1;0;0;;;1.2;1.21;;;;Metlife Subfundusz Pieniê¿ny;Metlife;
336;MetLife Stabilnego Wzrostu (Krajowy FIO);FIO;;;;;;;;;;;;;2004;500;250;;39;mieszane;100% WIBID 1M;;;;;;;;;27.15;2.2;0;0;;;2.48;2.52;;;;Metlife Subfundusz Stabilnego Wzrostu;Metlife;
337;MetLife Zrównowa¿ony Azjatycki (Œwiatowy SFIO);SFIO;;;;;;;;;;;;;2007;500;250;codziennie;8.1;mieszane;nie ma;;;;;;;;;0;2.5;3;0;;;3.21;4.06;;100% w PineBridge Funds oraz Franklin Templeton Investment Funds;;Metlife Subfundusz Zrównowa¿ony Azjatycki;Metlife;
338;MetLife Zrównowa¿ony Nowa Europa (Krajowy FIO);FIO;;;;;;;;;;;;;2005;500;250;;12.3;mieszane;28% CECE;11% RDX;11% ISE30;40% CPGBI;10% WIBID 1M;;;;40%;53.34;3.5;4;0;;;4.31;4.32;ozn spada do 1.5% przy 250 000;;;Metlife Subfundusz Zrównowa¿ony Nowa Europa;Metlife;
377;mFundusz dla aktywnych (mFundusze Dobrze Lokuj¹ce SFIO);SFIO;;;;;;;;;;;;;2016;1000;100;codziennie;35.2;mieszane;nie ma;;;;;;;;;0;0.7;#ARG!;0;20%;ponad 5%;;1.3;;;;Subfundusz mFundusz dla aktywnych;mBank;
378;mFundusz dla ka¿dego (mFundusze Dobrze Lokuj¹ce SFIO);SFIO;;;;;;;;;;;;;2016;1000;100;codziennie;92.8;d³u¿ne;nie ma;;;;;;;;;;0.4;#ARG!;0;20%;ponad 2%;;0.7;;;;Subfundusz mFundusz dla ka¿dego;mBank;
103;mFundusz dla odwa¿nych (mFundusze Dobrze Lokuj¹ce SFIO);SFIO;;;;;;;;;;;;;2016;1000;100;codziennie;13.3;akcji;nie ma;;;;;;;;60%;;1;#ARG!;0;20%;ponad 8%;0;1.9;;;;Subfundusz mFundusz dla odwa¿nych;mBank;
339;Millennium Absolute Return (Millennium SFIO);SFIO;;;;;;;;;;;;;2005;500;500;codziennie;128.4;absolutnej stopy zwrotu;nie ma;;;;;;;;;20.18;3.5;2;0;;;3.62;3.63;;;;Millennium FIO S Absolute Return;Millenium;
104;Millennium Akcji (Millennium FIO);FIO;;;;;;;;;;;;;2002;500;500;;281.9;akcji;90% WIG20;10% WIBID 6M;#NAZWA?;;;;;;65%;85.55;4;2;0;;;4.19;4.18;;;;Millennium FIO S Akcji;Millenium;
340;Millennium Cyklu Koniunkturalnego (Millennium FIO);FIO;;;;;;;;;;;;;2002;500;500;;214;mieszane;nie ma;;;;;;;;20%;37.4;4;2;0;;;4.19;4.19;;;;Millennium FIO S Cyklu Koniunkturalnego;Millenium;
341;Millennium Depozytowy (Millennium FIO);FIO;;;;;;;;;;;;;2002;500;500;;1422.2;pieniê¿ne;100% WIBID 6M;#NAZWA?;;;;;;;;;1;1;0;;;1.19;1.05;;;;Millennium FIO S Depozytowy;Millenium;
105;Millennium Dynamicznych Spó³ek (Millennium FIO);FIO;;;;;;;;;;;;;2007;500;500;;115.5;akcji;45% mWIG40;45% sWIG80;10% WIBID 6M;#NAZWA?;;;;;60%;92.15;4;2;0;;;4.26;4.26;;;;Millennium FIO S Dynamicznych Spó³ek;Millenium;
106;Millennium Globalny Akcji (Millennium SFIO);SFIO;;;;;;;;;;;;;2005;500;500;codziennie;41.6;akcji;nie ma;;;;;;;;70%;0;3.5;2;0;;;3.75;3.78;;w inne fundusze;;Millennium SFIO S Globalny Akcji;Millenium;
342;Millennium Globalny Stabilnego Wzrostu (Millennium SFIO);SFIO;;;;;;;;;;;;;2005;500;500;codziennie;131;mieszane;nie ma;;;;;;;;;0;3.5;2;0;;;3.61;3.64;;w inne fundusze;;Millennium SFIO S Globalny Stabilnego Wzrostu;Millenium;
343;Millennium Globalny Strategii Alternatywnych (Millennium SFIO);SFIO;;;;;;;;;;;;;2005;500;500;codziennie;17.6;mieszane;nie ma;;;;;;;;;0;2.5;2;0;;;3.06;3.12;;w inne fundusze;;Millennium SFIO S Globalny Strategii Alternatywnych;Millenium;
344;Millennium Instrumentów D³u¿nych (Millennium FIO);SFIO;;;;;;;;;;;;;2014;500;500;codziennie;94.3;d³u¿ne;nie ma;;;;;;;;;;1.9;1;0;;;1.9;1.9;;w inne fundusze;;Millennium FIO S Instrumentów D³u¿nych;Millenium;
345;Millennium Konserwatywny (Millennium SFIO);SFIO;;;;;;;;;;;;;2016;500;500;codziennie;12.9;mieszane;nie ma;;;;;;;;;;2.5;1;0;;;;2.5;;w inne fundusze;;Millennium SFIO S Konserwatywny;Millenium;
346;Millennium Obligacji Korporacyjnych (Millennium SFIO);SFIO;;;;;;;;;;;;;2005;500;500;codziennie;1834.4;d³u¿ne;nie ma;;;;;;;;;;1.7;1;0;;;1.71;1.72;;;;Millennium FIO S Obligacji Korporacyjnych;Millenium;
347;Millennium Stabilnego Wzrostu (Millennium FIO);FIO;;;;;;;;;;;;;2004;500;500;;147.5;mieszane;30% WIG;50% Citigroup Poland Government Bond Index All Maturities Local Terms;20% WIBID 6M;#NAZWA?;;;;;;36.65;3;2;0;;;3.16;3.18;;;;Millennium FIO S Stabilnego Wzrostu;Millenium;
107;MS Akcji (MS Parasolowy FIO);FIO;;;;;;;;;;;;;2017;100;50;;;akcji;90% WIG;10% WIBID 3M;;;;;;;70%;;3.4;4;0;10%;ponad benchmark;0;3.4;;;;MS Akci;MS;
348;MS Obligacji (MS Parasolowy FIO);FIO;;;;;;;;;;;;;2017;100;50;;;d³u¿ne;100% WIBID 12M;;;;;;;;;;1.4;2;0;10%;ponad benchmark;;1.4;;;;MS Oblgacji;MS;
349;MS P³ynnoœciowy (MS Parasolowy FIO);FIO;;;;;;;;;;;;;2017;100;50;;;pieniê¿ne;100% WIBID 3M;;;;;;;;;;0.9;1;0;10%;ponad benchmark;;0.9;;;;MS P³ynoœciowy;MS;
110;NN (L) Ameryki £aciñskiej (NN SFIO);SFIO;;;;;;;;;;;;;2009;200;50;codziennie;25.7;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;2.5;2.98;ozn spada do 0.3% przy 1 000 000;min. 70% w NN (L) Latin America Equity;;NN (L) Ameryki £aciñskiej;NN;
350;NN (L) Depozytowy (NN SFIO);SFIO;;;;;;;;;;;;;2011;200;50;codziennie;167.5;pieniê¿ne;100% WIBID 6M;;;;;;;;;;0.75;0;0;;;0.75;0.75;;min. 70% w d³u¿ne;;NN (L) Depozytowy;NN;
351;NN (L) Dynamiczny Globalnej Alokacji (NN SFIO);SFIO;;;;;;;;;;;;;2010;200;50;codziennie;48.3;absolutnej stopy zwrotu;nie ma;;;;;;;;;0;2.5;5;0;;;2.47;2.89;ozn spada do 0.3% przy 1 000 000;min. 70% w NN (L) First Class Multi Asset Premium;;NN (L) Dynamiczny Globalnej Alokacji;NN;
